track_id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams
6195210,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871
4105518,C��,Rauw Alejandro,1,2021,6,25,2636,3,465959382
1367281,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149
2969661,Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672
8949659,Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111
5498548,Qu�� M��,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549
4152167,All of Me,John Legend,1,2013,8,1,27221,0,2086124197
5615333,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927
6181977,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132
6599493,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618
2582262,Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675
5922471,The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967
5406019,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750
1512850,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704
7822780,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771
8454029,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703
2092930,Streets,Doja Cat,1,2019,11,7,5728,0,865640097
5074676,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687
4064553,Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494
2346155,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901
5459112,Permission to Dance,BTS,1,2021,7,9,1801,2,608334048
7271843,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573
5347552,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345
1486311,Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020
2635416,Memories,Maroon 5,1,2019,9,20,9974,2,1759567999
1647815,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav��rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934
6457168,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991
4600873,When I���m Gone (with Katy,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599
1633830,Esque��a-Me Se For C,"Mar��lia Mendon��a, Maiara &",2,2021,10,14,580,0,258316038
1027228,Mi��n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090
2407166,S��,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919
2838411,MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492
2285737,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487
1461831,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690
1906058,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364
1130135,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379
3333614,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044
7120733,Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342
1336403,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472
6554322,Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152
3115886,Lost,Frank Ocean,1,2012,1,1,29499,11,822239726
4918126,In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675
1159428,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054
8126826,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997
6792432,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830
1992045,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627
8290102,Formula,Labrinth,1,2019,10,4,3444,7,554875730
7885122,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006
2816072,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031
7717973,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548
7870658,"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi",7,2022,1,14,1034,1,245400167
2828618,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142
3363172,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469
2761463,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192
2003358,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128
5223297,HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265
5694303,Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401
2744235,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317
1386091,Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285
4974042,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800
3923724,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692
5418507,212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338
6427223,Problem�,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491
6213355,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573
3434265,Worst Day,Future,1,2022,2,11,910,0,50746620
3814674,Malvada,Z�� Fe,1,2022,1,28,601,0,154119539
7298940,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253
6950436,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639
3181974,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092
1647722,Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868
3521113,Christmas Tree,V,1,2021,12,24,509,9,317622165
3569943,Mal Feito - Ao Vivo,"Mar��lia Mendon��a, Hugo & G",2,2022,1,14,971,2,291709698
2392756,When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270
1338081,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745
1050544,Forever,Labrinth,1,2019,10,4,3618,0,282883169
7165052,Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943
1660982,Se��o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918
1322961,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791
8483246,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367
8134740,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783
8217918,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862
1904497,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472
7860258,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987
3170547,Una Noche en Medell�,Cris Mj,1,2022,1,21,5415,32,682475162
5145584,Envolver,Anitta,1,2021,11,11,4673,2,546191065
5701355,Starlight,Dave,1,2022,3,3,1856,3,229473310
7700274,Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468
4703367,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181
8569518,DAN��A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039
1840761,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089
4265182,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487
3076130,Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335
3371670,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895
6348243,Chale,Eden Mu��,1,2022,2,18,695,11,299648208
5697442,DARARI,Treasure,1,2022,2,15,328,0,182978249
2153574,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142
4722538,Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573
2762640,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879
4551026,this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840
3775590,La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938
3739389,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679
6824324,Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494
5370460,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073
7405938,Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297
8835305,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558
3154799,Mon��y so,YEAT,1,2021,9,10,1473,0,263779030
5355322,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453
6523480,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728
5831523,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264
2166249,O.O,NMIXX,1,2022,2,22,290,0,135444283
3780370,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296
2748330,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197
5663428,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298
6009839,Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097
7724259,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166
6390690,X ��LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291
4518298,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451
5191929,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339
7792660,Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303
8055412,LOVE DIVE,IVE,1,2022,4,5,753,8,305771063
7500786,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485
4557678,Chance,Paulo Londra,1,2022,4,6,225,0,89566512
1904373,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855
6130665,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209
7429862,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328
2661792,Vampiro,"Matu��, Wiu, ",3,2022,1,30,540,4,187772591
3841850,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385
7434389,Right On,Lil Baby,1,2022,4,8,1116,0,101780047
5128815,Me Arrepent�,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354
6116514,That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130
2150360,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991
2987518,RUMBAT�,Daddy Yankee,1,2022,3,25,1264,0,157990698
6577689,sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831
6327262,Falling,Harry Styles,1,2019,12,13,7556,0,1023187129
2102834,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107
1828295,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812
3555344,MANIAC,Stray Kids,1,2022,3,18,651,0,212234990
4096612,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998
4830246,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795
2977289,Golden,Harry Styles,1,2019,12,13,8429,1,807015863
5906167,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613
5897675,Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590
5350195,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157
3108040,Still Life,BIGBANG,1,2022,4,5,181,0,53909146
5324238,Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932
2188178,Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722
1109166,N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089
7173596,About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473
8555603,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106
8956923,Despu��s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540
2786767,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415
3184472,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322
6177084,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180
4764570,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297
1493023,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135
4528930,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301
5617904,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299
2861036,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717
3122686,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659
1671724,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104
5848183,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883
1532080,Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004
7513238,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644
7762851,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890
2166194,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558
3647986,Otro Atardecer,"Bad Bunny, The Mar��",2,2022,5,6,1681,7,319546754
3186172,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839
1633065,Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161
6774092,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876
8457557,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261
3833877,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576
2848319,Ens����ame,Bad Bunny,1,2022,5,6,1112,3,279737940
6339593,El Apag�,Bad Bunny,1,2022,5,6,1209,0,212351890
6990936,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953
6347306,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965
4940529,Agosto,Bad Bunny,1,2022,5,6,897,0,246127838
7498965,House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434
5005107,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425
6062396,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195
4627428,In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619
5264430,Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087
2226206,SUPERMODEL,M��ne,1,2022,5,13,2265,0,231657891
7036044,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194
8779560,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137
7556948,Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571
1713130,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188
1545230,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729
5087776,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447
1593131,Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717
4487193,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229
3635714,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576
6829928,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832
2612867,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454
2142936,TUS L��GR,"Sech, Mora",2,2022,4,1,1308,2,184622518
6429519,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101
2830739,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868
2442031,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680
5975489,ZOOM,Jessi,1,2022,4,13,608,0,136996305
8033263,SloMo,Chanel,1,2021,12,24,1211,0,65719930
8654169,FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852
6642483,10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869
1230186,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594
8272175,With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042
8262886,Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608
6509365,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324
5400474,San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912
6107475,This Love (Taylor���s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975
4824782,Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613
3933523,Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429
4070434,Yet To Come,BTS,1,2022,6,10,829,0,302006641
5477581,Run BTS,BTS,1,2022,6,10,736,0,330881149
1041777,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572
5154676,Matilda,Harry Styles,1,2022,5,20,3218,3,366214458
4618597,For Youth,BTS,1,2022,6,10,327,0,114546317
1436447,Daylight,Harry Styles,1,2022,5,20,2775,0,290833204
7321459,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832
7688790,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504
3169976,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045
4845139,Born Singer,BTS,1,2022,6,10,279,0,79095270
2307433,Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684
7220913,La Llevo Al Cielo (Ft. ��engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475
7503630,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696
4505539,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393
8729578,Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494
4012549,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839
6193307,Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263
8507943,Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884
2230668,So Good,Halsey,1,2022,6,9,1057,0,91781263
3380441,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984
2079115,Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709
7697062,Cinema,Harry Styles,1,2022,5,20,2171,0,189236868
1771212,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341
2061482,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257
8238387,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348
7543802,Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102
5409588,Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001
3786238,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433
4944285,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495
4342968,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476
2699923,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376
5141433,Antes de Perderte,Duki,1,2022,6,2,584,8,157136970
4671002,Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925
1539892,295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246
2645476,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630
4809507,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284
1024668,Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068
8121763,BREAK MY SOUL,Beyonc�,1,2022,6,21,9724,0,354614964
8090551,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388
7531207,Massive,Drake,1,2022,6,17,5263,0,195628667
6549461,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937
1392259,Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370
7629327,POP!,Nayeon,1,2022,6,24,571,0,213505179
6644972,Layla,"Sch��rze, DJ R",2,2022,3,24,832,3,130419412
5678676,MORE,j-hope,1,2022,7,1,565,0,155795783
7080917,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987
8555295,Last Last,Burna Boy,1,2022,5,12,4526,12,293466523
3814670,SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595
6670857,Sticky,Drake,1,2022,6,17,2814,0,191448892
6621439,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992
3070266,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902
5565096,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256
6191375,die first,Nessa Barrett,1,2022,6,24,767,0,131746175
4566008,Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012
8917301,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708
7502400,c��mo dormi,Rels B,1,2022,8,4,1452,35,331511413
6270180,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651
6485441,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845
2797126,Caile,Luar La L,1,2020,12,18,1494,2,273914335
6604479,Si Te La Encuentras Por Ah�,Feid,1,2022,8,5,1379,4,179061440
5686736,GIVENCHY,Duki,1,2022,7,20,625,4,185236961
5337859,ALIEN SUPERSTAR,Beyonc�,1,2022,7,29,2688,0,171788484
6373026,Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183
5724140,Attention,NewJeans,1,2022,8,1,799,12,264717480
6403499,THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911
8171348,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446
6364406,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853
8455676,Heartless,Kanye West,1,2008,1,1,17504,34,887906111
2489568,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120
7158907,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154
8174616,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692
2773298,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092
6046483,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381
1346774,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603
8693885,Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309
2357691,After LIKE,IVE,1,2022,8,22,767,12,265548837
3968436,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727
4130067,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109
4363557,Talk that Talk,TWICE,1,2022,8,26,615,0,189476119
3284752,BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266
2939499,Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007
2352439,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722
5283123,Prohibidox,Feid,1,2022,9,13,1473,12,185392587
4758406,Static,Steve Lacy,1,2022,7,15,1613,0,202452860
7890756,The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312
2059327,Sparks,Coldplay,1,2000,7,10,10826,4,624101957
5086845,Talk,YEAT,1,2022,9,2,920,0,148461629
3827200,XQ Te Pones As�,"Yandel, Feid",2,2022,9,13,308,0,47093942
3210546,Selfish,PnB Rock,1,2016,6,23,2468,0,380319238
3317105,Sin Se��,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362
7512111,Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404
1532170,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792
6321372,THE LONELIEST,M��ne,1,2022,10,7,1585,5,225093344
8143341,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729
6026926,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673
7691321,Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584
7807270,Miss You,Southstar,1,1982,5,16,2020,0,154356956
5476124,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854
4579313,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123
3533833,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912
5095829,Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288
7243247,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339
3476652,California Breeze,Lil Baby,1,2022,10,14,991,0,85559365
7654973,Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",3,2022,9,22,869,7,146223492
1769305,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588
5974857,Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153
2598352,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656
7270435,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850
5899602,Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273
3035987,On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877
6590514,Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587
3506706,Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999
6372213,Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835
1438195,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537
1386595,Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310
8471839,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916
3984533,Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708
4322356,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403
